0.0290249427398,0.211882082,ma
0.493424026576,0.635646246001,Sa
0.690793637207,0.748843522686,Ni
0.757551005508,0.7807709597,ni
0.862040799372,0.931700661947,Ni
0.969433087509,0.989750547427,Dha
1.01006800734,1.03328796154,Dha
1.53541947093,1.61668931061,Sa
1.6282992877,1.68925166746,Pa
1.695056656,1.87501130099,Ma
1.89242626663,1.93306118647,Sa
1.93886617502,1.95918363494,re
1.96789111776,2.00852603759,Re
2.03464848606,2.13623578565,Ga
2.13913827992,2.17396821121,ga
2.18267569403,2.27265301652,Ga
2.27845800507,2.30458045354,ga
2.31038544209,2.4874375928,Ga
2.64997727214,2.6877096977,ma
2.78639450302,2.80671196294,ma
2.87346933124,2.89668928543,ma
2.93151921672,3.00698406784,ma
3.03600901058,3.06503395332,Ma
3.17242624146,3.30594097806,Ma
3.37850333491,3.40752827765,ma
3.43655322039,3.58167793409,Ma
3.59619040546,3.64553280812,Pa
3.65714278521,3.79065752182,Ma
3.79065752182,3.81387747601,Ma
3.86612237294,3.92417225842,Ma
3.93287974124,3.96480717825,Pa
3.97351466108,4.39147383653,Ma
4.39147383653,4.78621305779,Ma
4.82104298908,4.87328788601,Pa
4.88199536883,5.00099763406,Ma
5.07355999091,5.25641713017,Ma
5.28544207291,5.44217676371,ma
5.46249422363,5.54086156902,Ma
5.55247154612,5.57569150031,ma
5.58730147741,5.62793639724,Ga
5.72662120256,5.78757358231,Pa
5.88625838763,5.93850328456,Ma
5.9791382044,6.26648513752,Ma
6.29551008026,6.37677991993,Ma
6.42902481686,6.4580497596,Ma
6.46675724242,6.54512458782,Pa
6.56834454201,6.58866200193,re
6.59736948475,6.62639442749,Re
6.76571415264,6.8034465782,re
6.95437628045,7.01823115448,Pa
7.5842175379,7.62485245774,Sa
8.79165515588,8.87292499555,Pa
8.87292499555,8.90194993829,Pa
9.02675719207,9.13414948021,Pa
9.1573694344,9.23863927407,Sa
9.23863927407,9.47374131026,Sa
9.48535128736,9.53759618429,Ma
9.56371863276,9.65659844953,Sa
9.66820842662,9.72045332355,Ma
9.78430819758,9.81333314032,Re
9.82204062314,9.85396806016,re
9.89460297999,10.2661222471,re
10.2777322242,10.5592741687,Sa
10.5679816516,10.6086165714,re
10.6347390199,10.6811789282,re
10.7160088595,10.7508387908,re
10.7769612393,10.805986182,Ga
10.8088886763,10.8292061362,re
10.8466211019,10.869841056,Sa
10.9249884473,11.0149657697,Sa
11.0265757468,11.049795701,re
11.3603625884,11.4329249452,ma
11.4387299337,11.4619498879,Ga
11.5054873021,11.5287072562,Pa
11.6070746016,11.6273920616,Pa
11.6767344642,11.7202718783,ma
11.7434918325,11.7667117867,ga
11.7928342352,11.8537866149,ma
11.8712015806,11.9060315119,Ga
12.0047163172,12.0656686969,Ma
12.0917911454,12.1759634793,Ma
12.1788659736,12.3704305957,Pa
12.3704305957,12.4981403438,Pa
12.5184578037,12.5678002063,Ma
12.5968251491,12.7709748055,Pa
12.7709748055,12.8116097253,Pa
12.8232197024,12.9131970249,Ma
12.9538319448,13.0147843245,Ma
13.0205893131,13.0786391985,Pa
13.0902491756,13.1453965668,Ma
13.1744215096,13.3950110744,Pa
13.4240360172,13.4588659484,Ma
13.4936958797,13.5459407767,Pa
13.5575507538,13.5836732022,Ma
13.6504305705,13.6707480304,Ma
13.708480456,13.9435824922,Dha
14.0045348719,14.0451697918,Pa
14.0538772746,14.0887072059,Ma
14.0945121944,14.1757820341,Pa
14.2048069769,14.344126702,Ma
14.4050790818,14.4341040245,ma
14.4892514157,14.5502037955,Ma
14.5821312325,14.6024486924,ma
14.6285711409,14.651791095,Ga
14.6750110492,14.8433557171,Ga
14.8549656942,14.8926981198,ma
14.9188205682,14.9913829251,Ga
15.0871652361,15.2090699956,ma
15.2409974327,15.2990473181,Ma
15.4760994689,15.5051244116,ma
15.5573693085,15.6009067226,Ma
15.6241266768,15.679274068,Ma
15.6879815509,15.7402264478,Pa
15.7518364249,15.8360087588,Ma
15.8360087588,15.89115615,Ma
15.923083587,15.9666210012,Ma
16.0769157836,16.1378681633,ma
16.5993647529,16.6283896956,Pa
16.6370971784,16.7154645238,Ma
16.759001938,16.8257593063,re
16.854784249,16.9041266517,re
16.9302491001,17.0376413883,re
17.2379134932,17.4004531725,ma
17.4381855981,17.4788205179,re
17.5078454606,17.554285369,re
17.5833103118,17.6123352545,re
17.7893874052,17.8097048651,Sa
17.8155098537,17.8416323021,re
17.9054871762,18.3466663058,ma
18.3873012257,18.4395461226,ma
18.4946935138,18.6049882962,Ma
18.613695779,18.6688431702,Pa
18.7007706072,18.8981402179,Ma
19.037459943,19.1622671968,Sa
19.1825846567,19.2580495078,Ga
19.2638544964,19.3770517731,ma
19.4409066471,19.5047615211,Pa
19.5105665097,19.5366889581,Ma
19.5976413379,19.705033626,Dha
19.8327433741,19.884988271,Ma
19.9024032367,19.9575506279,re
20.0446254561,20.2332875839,ma
20.244897561,20.2884349751,Ga
20.2942399637,20.6019043567,ma
20.6396367823,20.7151016334,re
20.7238091162,20.7499315647,Re
20.7557365532,20.8021764616,re
20.8979587726,20.9240812211,ma
20.996643578,21.0663034405,ma
21.0953283833,21.2985029825,ma
21.6584122724,21.6816322266,re
21.7077546751,21.7890245148,re
21.8470744002,21.8964168029,Re
21.9863941254,22.0212240567,ma
22.056053988,22.24761861,Sa
22.3463034154,22.3811333466,Pa
22.3898408295,22.575600463,Ma
22.6075279,22.6800902569,Pa
22.7439451309,22.8252149706,ma
22.8861673503,22.9238997759,Ga
22.9268022702,23.0690244896,Ni
23.0922444438,23.1125619037,Sa
23.2199541918,23.243174146,dha
23.2489791346,23.2780040773,Dha
23.3186389971,23.3795913769,ni
23.4724711937,23.5043986307,ni
23.5363260677,23.7133782184,Dha
23.7453056554,23.8759178977,Pa
23.8962353577,23.9513827489,Ma
24.0210426114,24.0529700485,Sa
24.142947371,24.206802245,ma
24.3199995217,24.3751469129,ma
24.4041718556,24.4419042812,Sa
24.6073464548,24.6392738918,re
24.6479813746,24.7379586971,Ni
24.7727886284,24.8888883994,Ga
24.9092058593,25.2487976893,Ga
25.573877048,25.5999994965,Ma
25.6638543705,25.7422217159,Pa
26.0121536834,26.0643985803,ma
26.081813546,26.1514734085,ma
26.2588656967,26.2849881452,Pa
26.3053056051,26.325623065,Dha
26.473650273,26.5171876871,ma
26.5317001584,26.5723350783,Ga
26.6129699981,26.6681173893,Pa
26.6768248721,26.7377772519,Ma
26.8190470916,26.929341874,Ni
26.9496593339,27.0483441392,ma
27.0628566106,27.1005890361,Ni
27.1180040018,27.1673464044,Sa
27.1847613701,27.2863486697,Ni
27.300861141,27.3298860838,Sa
27.3705210036,27.3995459464,Ni
27.4111559235,27.4430833605,ni
27.4895232689,27.6491604539,Dha
27.6723804081,27.7043078451,Pa
27.7130153279,27.8291150989,Ma
27.8581400416,28.0468021695,ma
28.0990470664,28.1280720091,Ma
28.1629019404,28.3138316427,ma
28.360271551,28.4009064709,Ma
28.4096139537,28.5663486445,Pa
28.5953735872,28.6156910472,Pa
28.6592284613,28.7056683696,Dha
28.7346933124,28.8130606578,ni
28.8333781177,29.1236275451,Dha
29.1555549821,29.2048973848,ni
29.2745572473,29.3935595126,Ma
29.4661218694,29.4980493064,Ma
29.5067567893,29.5590016862,Pa
29.5938316175,29.68380894,Ma
29.7128338827,29.7505663083,Pa
